"Site_nr" "site_name" "region" "cluster" "cluster_name" "stratum" "utm_x" "utm_y" "EIV_L" "EIV_M" "EIV_Ph" "EIV_N" "EIV_S" "bio_stratum" "normalizedz_mean" "plant1" "plant2" "plant3" "plant4" "fung1" "fung2" "fung3" "fung4" "eukar1" "eukar2" "eukar3" "eukar4" "insect1" "insect2" "insect3" "insect4" "HighForest" "Forest" "Agriculture" "Coniferous" "Beech" "Oak" "Willow" "Heathland" "Dwarfshrubs" "Atlantic" "Jutland"
"54" 54 "Kaloe" "Ejut" "EM" "Mols" "Field" 591617.02 6239514.66 6.449 4.845 6.538 6.326 0.15282 "Agricultural" -0.001488612 -0.594820317936346 1.47617917306415 -0.108420975315694 -0.388017360023755 0.891263967936896 -0.0549857657805471 0.257195398947699 0.33370779157433 1.15332069223898 -0.814313519410105 0.30041051128736 -0.393954350486347 -0.299682455206961 0.332085593255049 -0.00344636069189941 0.0388729251640243 0 0 1 0 0 0 0 0 0 0 1
"55" 55 "Glatved" "Ejut" "EM" "Mols" "Hotspot" 614407.9 6240839.9 6.328 4.502 6.449 3.782 0.1465 "EarlyDryRich" 0.878838614 0.100119710876377 0.0333062974311157 -0.496429987533819 -0.510568719110585 0.500493565271405 -0.253075530616401 0.343539245045068 0.540524414759116 0.822753484283202 -1.20809024756603 -0.108305611099743 -0.640443573413146 -0.195865738752622 0.0891302339846606 -0.0600184666263165 -0.133391706857276 0 0 0 1 0 0 0 0 0 0 1
"56" 56 "Hestehaven" "Ejut" "EM" "Mols" "LateDryRich" 591097.8 6239030.9 4.187 5.536 6.078 5.49 0 "LateDryRich" 23.47789558 1.02635738309067 0.0755267479833173 -0.00802697897391487 0.016443288442224 0.181590218840802 -0.70385384568399 -0.111461796540804 0.021534126905863 0.389758997340229 -0.705990481275286 -0.631578984223902 0.188918802590104 -0.186481623681521 0.0362485244176993 -0.169696127321498 0.00392479952803171 1 1 0 0 1 0 0 0 0 0 1
"57" 57 "Helligkilde" "Ejut" "EM" "Mols" "MidDryPoor" 594494.37 6230172.69 6.189 5.524 3.952 3.298 0.04545 "EarlyDryPoor" 0.571291745 -0.053878468038915 -0.190066647827733 -0.353692980686585 -0.00872464618843916 -0.413951992719303 0.0231233939347163 0.295724059262289 -0.236423824848404 -0.658220403295729 -0.266741011659081 0.128559397061502 0.155931206974861 -0.0405260878646455 -0.116271236869369 -0.0443380280857443 -0.00875485705470533 0 0 0 0 0 0 0 0 1 0 1
"58" 58 "Tyskertaarnet" "Ejut" "EM" "Mols" "MidDryRich" 595137.66 6218270.93 6.643 4.152 6.8 4.167 0.20043 "EarlyDryRich" 0.345630131 -0.331454049623605 0.467199959055295 -0.400804441185736 -0.573464815152587 0.778540325776031 -0.276192831921623 0.412731489633187 0.162087086938941 1.21179861051057 -1.03086347306398 0.291007804451006 -0.131820693697954 -0.362145854817285 -0.0198200294592946 -0.00453979743296459 0.255634700525828 0 0 0 0 0 0 0 0 0 0 1
"59" 59 "Sletterhage" "Ejut" "EM" "Mols" "MidMoistPoor" 594188 6217924.05 5.386 5.869 5.963 5.356 0.44304 "LateDryPoor" 1.272351714 -0.371167112294481 0.256932382591041 -0.0973606687608585 -0.390996356860231 0.231898774404266 -0.30380806082448 -0.0415925534441671 -0.162145582934093 0.641059565064564 -0.622588365030174 -0.208656791663994 -0.130867913068862 -0.0793147309578015 0.066600913115652 -0.0712899318420785 -0.147101959625925 0 0 0 0 0 0 0 0 0 0 1
"60" 60 "Strandkaer" "Ejut" "EM" "Mols" "MidMoistRich" 598417.95 6231974.35 6.496 6.868 5.724 4.615 0.2061 "EarlyWetRich" 0.007872887 -0.13502995064183 0.371813536308121 0.0552366740950128 0.24252606255515 0.716492271663227 0.284177508858392 -0.0684507703212398 -0.388133828550122 1.06207936166165 0.531237120273989 0.22834314368779 0.409448159918815 0.105818255362066 0.169022303438642 0.0224022333474413 0.0183798263144724 0 0 0 0 0 0 0 0 0 0 1
"61" 61 "Langemose" "Ejut" "EM" "Mols" "EarlyWetPoor" 596888.16 6232144.41 7.75 8.469 3 1.688 0 "EarlyWetPoor" 0.003928442 -0.289297327800446 -0.600750702579272 0.59824275908192 -0.548538307264757 -0.216937329195027 0.684126668115004 -0.418010953145151 0.666621476368628 -1.24862101484981 1.84758108934837 0.23145012875194 -1.12246249415269 0.316528459579287 -0.107195211557151 0.059508915467879 0.16019362610475 0 0 0 0 0 0 0 0 0 0 1
"62" 62 "Urfuglebakken" "Ejut" "ES" "Silkeborg" "EarlyDryPoor" 525828.64 6215684.77 6.628 5.427 3.077 2.756 0 "EarlyDryPoor" 0.002873167 -0.25255297371343 -0.843100882974493 -0.459075508843473 0.200801187083085 -0.817953496578801 0.267085385117469 0.55215116947294 0.164733717393703 -1.54600276203765 -0.531903976218739 0.524693164524932 -0.150747456602417 -0.0256565923419538 -0.295251127055557 0.147930873491656 -0.0683860055548598 0 0 0 0 0 0 0 1 0 0 1
"63" 63 "Letmose" "Ejut" "ES" "Silkeborg" "MidWetPoor" 522323.75 6217640.95 6.861 7.148 2.315 1.745 0 "EarlyWetPoor" 0.009374981 -0.481242281689175 -0.647658272479827 0.149180993855528 0.469999403822337 -0.58023680196464 1.09240884403539 -0.143988333224036 0.37517822276864 -1.12821759527811 1.49375949162759 0.131093997987372 -0.288179115707623 0.27034873771099 -0.0462989645722962 0.0766244561806705 0.106936404846583 0 0 0 0 0 0 0 0 0 0 1
"64" 64 "Mossoe" "Ejut" "ES" "Silkeborg" "EarlyMoistRich" 543873.29 6212230.28 6.655 7.836 5.242 3.964 0.0817 "EarlyWetRich" 0.061281516 -0.276049231351039 0.26803539942934 0.241271714574777 0.454923567631603 0.320807928657857 0.445283634094008 -0.0925943584208225 -0.432316683176426 0.598037503374955 1.07549409178611 0.287872041078314 0.460629873729139 0.229228161670208 0.142271628181436 0.0635519084669196 0.000238611976921053 0 0 0 0 0 0 0 0 0 0 1
"65" 65 "Toervefladen" "Ejut" "ES" "Silkeborg" "EarlyMoistPoor" 524781.2 6215997.75 6.595 7.691 3.072 1.954 0.07459 "EarlyWetPoor" 0.000759072 -0.535756633075892 -0.520729989595338 0.0716472925119842 0.396517963368827 -0.221249065865021 0.647176911095981 -0.0607557068740797 0.137380338117162 -0.937155607785917 1.4812691592889 1.07721445968609 -0.109995437280407 0.262354168262328 -0.157590658529083 0.156526528079315 0.0460508025733511 0 0 0 0 0 0 0 0 0 0 1
"66" 66 "Odderholm" "Ejut" "ES" "Silkeborg" "EarlyWetRich" 545567.8 6213415.2 6.612 7.854 5.346 3.961 0.11711 "EarlyWetRich" 0.062152597 -0.0467394497628352 0.292940604451786 0.464120611114884 0.282643897612093 0.447877709713738 0.289897049226202 -0.311504110186915 -0.473963965074428 0.962383464968726 1.19568026245744 -0.0784551803168689 0.280041814266592 0.189524904677681 0.133803743177711 -0.00896653935746177 0.0912927391752349 0 0 0 0 0 0 0 0 0 0 1
"67" 67 "Hoejkol" "Ejut" "ES" "Silkeborg" "Hotspot" 539736.64 6214621.89 5.922 5.511 3.275 3.156 0 "LateDryPoor" 1.796117067 0.158696222901702 -0.658069763152693 -0.189914664864827 -0.0283606115496536 -0.807796019307082 0.00365632665117717 0.471988151007881 0.104657999065906 -1.50456919462581 -0.688050228193676 0.0824477817511942 -0.387112070260068 0.00857495346792243 -0.220554725902752 -0.099380777121339 0.0173519782870063 0 0 0 1 0 0 0 0 1 0 1
"68" 68 "Haarup_Sande" "Ejut" "ES" "Silkeborg" "LateDryPoor" 538526.85 6224867.7 6.059 5.689 2.59 2.726 0 "LateDryPoor" 11.19952427 -0.0310196187310177 -0.737047013926504 -0.314038307154413 -0.309739352419945 -0.93987941674838 0.111390111173418 0.0827574753723785 0.217035681020921 -1.59928361389581 -0.406660274539997 -0.142463300322956 -0.453221352412616 0.0103740372577344 -0.220189921231209 -0.0658534084138769 0.0905008516081094 1 1 0 1 0 0 0 0 1 0 1
"69" 69 "Knagerne" "Ejut" "ES" "Silkeborg" "LateMoistPoor" 532798.41 6221133.87 4.869 5.644 3.877 3.787 0 "LateDryPoor" 10.07066216 0.425865909032676 -0.289560743605678 -0.307695831047422 0.385101682871659 -0.731712850770845 -0.469255073267896 -0.0303467778015809 0.0144758566117828 -1.09768251111978 -0.424307164272387 -0.450836989795586 -0.0425605261353773 0.0119097124904744 -0.179074322675208 -0.11409049192599 0.0111051243565673 1 1 0 0 1 0 0 0 0 0 1
"70" 70 "Gjessoevej" "Ejut" "ES" "Silkeborg" "LateWetPoor" 530848.53 6220233.76 5.703 7.379 5.079 4.326 0.05254 "LateWetPoor" 2.198554516 -0.128164472011152 0.173244046850845 0.402517641854637 0.137831557520761 -0.0614874449379842 -0.00403603410544906 -0.665221741233834 -0.268759364907774 -0.149138155843576 1.12938752736352 -0.816252104685683 -0.0762796357073333 0.234549431126041 0.0441268696033596 -0.111077100914543 0.027397551589511 0 1 0 0 0 0 1 0 0 0 1
"71" 71 "Bjergfald" "Ejut" "EV" "Vejle" "LateMoistRich" 553505.84 6170325.95 5.171 5.711 6.336 5.614 0.08117 "LateDryRich" 7.525250652 0.545723105025276 0.532701497569458 -0.212255885405417 -0.164154379565262 0.0899457883510865 -0.70571116846531 -0.229434387455793 0.380168756554653 0.387436249338252 -0.778838411781629 -0.713070292667457 -1.18397634387993 -0.176511156165745 0.121122216744305 -0.204481521285238 -0.209117078264319 0 1 0 0 1 0 0 0 0 0 1
"72" 72 "Vejle_Fjord" "Ejut" "EV" "Vejle" "LateWetRich" 545922.55 6172032.95 5.375 6.633 6.549 6.436 0.03185 "LateWetRich" 10.84516767 0.665075113479188 0.596529535340513 0.327343052636016 -0.26564669127368 0.571833581774588 -0.480226331879605 -0.322350878779673 0.0666050816016738 1.30290263138381 -0.353647936307841 -0.786514804495191 0.197094530999332 0.00685434209903451 0.243146587954406 -0.114795280724171 0.06396185814124 1 1 0 0 0 0 0 0 0 0 1
"73" 73 "Broendsted_Faelled" "Ejut" "EV" "Vejle" "Ley" 543417.54 6162940.77 6.445 5.284 5.052 3.984 0.246 "Agricultural" -0.003038186 -0.546055089583234 0.495720085846222 -0.280117301184603 0.287697502854592 0.0310633487440116 0.00635914447600082 0.508499327950667 -0.388048888277682 -0.222508557874467 -0.339460857094218 0.411265385120447 0.776047373846279 -0.163524144588278 -0.0346131169209127 0.137141021513089 -0.0314126506329854 0 0 1 0 0 0 0 0 0 0 1
"74" 74 "Rands_Fjord" "Ejut" "EV" "Vejle" "MidWetRich" 543670.7 6162514.8 6.124 8.492 6.621 5.819 0.54147 "EarlyWetRich" 0.112579672 -0.213553531891699 0.51617344526773 0.664882968307042 0.0458482653301939 0.710896231063803 0.539287674873064 -0.523691923078004 0.17474595024112 1.31601612978798 0.916413031928446 -0.285944719305636 0.475035301867336 0.286580619623738 0.209435987528905 -0.00957412337680232 0.036011565687711 0 0 0 0 0 0 0 0 0 0 1
"75" 75 "Svinholt" "Ejut" "EV" "Vejle" "Oldfield" 534311.5 6169168.55 5.954 5.553 6.04 5.34 0.23214 "EarlyDryRich" 0.006546572 -0.677438037527402 0.673740006018926 -0.239112771751053 0.0888249328337053 0.407259597534865 -0.105991175344436 0.363715808629384 -0.417056555222126 0.36209453350853 -0.56145018864797 0.106699114348295 0.502596885807729 -0.169214718337074 0.0660701128166004 -0.0352670950709711 0.0526880976201183 0 0 0 0 0 0 0 0 0 0 1
"76" 76 "Vesterskov" "Ejut" "EV" "Vejle" "Plantation" 553915.8 6171232.85 4.547 5.818 5.926 5.54 0 "LateDryRich" 15.64185693 0.834121345179888 0.14829694507026 -0.0529333716453564 0.337725948260627 -0.198256069266881 -0.675937813717372 -0.127974235966157 -0.195670892233058 -0.490778708947014 -0.733766379633175 -0.715243348539001 0.295656011532779 -0.123598182042956 -0.0508287244421685 -0.237514749242887 0.0475650337824543 1 1 0 0 1 0 0 0 0 0 1
"77" 77 "Rand_Skov" "Ejut" "EV" "Vejle" "Plantation" 554670.4 6171804.7 4.961 5.663 5.725 5.336 0 "LateDryPoor" 13.35173203 0.564376036881634 -0.299785464113281 -0.268679621264451 0.0643808221295349 -0.464394155795123 -0.539958977345629 0.0727438725556481 -0.397582315158462 -0.577456426665144 -0.645280210215907 -0.214888963556827 0.181346803111696 -0.0693827393701057 -0.0797280525062855 -0.15549361462929 -0.00531943473584285 1 1 0 1 0 0 0 0 0 0 1
"78" 78 "Grund_Skov" "Ejut" "EV" "Vejle" "Plantation" 547298.65 6171972.35 4.585 5.774 5 4.807 0 "LateDryPoor" 9.154373462 0.742056007621675 0.10417532952852 -0.0852575287347537 -0.270338800240206 -0.352011183227135 -0.536060239239591 0.0407678454111087 -0.272983446307698 -0.678623468827984 -0.544022563506639 -0.376601958441016 0.173569529967137 -0.0893924132226592 -0.120279818156415 -0.144131911260779 -0.0100954676837461 1 1 0 0 0 1 0 0 0 0 1
"79" 79 "Melby_Hede" "Zeal" "SN" "Nordsjµlland" "EarlyDryPoor" 686535.4 6212641.05 6.687 4.044 4.79 2.605 0.20714 "EarlyDryPoor" 0.004521825 -0.581695904085757 -0.235753683419207 -0.394683935413967 -0.120736482506065 -0.520701183640033 0.281825804710196 0.621704603700783 -0.0376085847866988 -1.06684237829623 -0.829725193823823 1.40807906922435 -0.247953888949101 -0.0603681403777627 -0.105164558941485 0.232084525996289 -0.0296099931494124 0 0 0 0 0 0 0 0 1 0 0
"80" 80 "Melby_Overdrev" "Zeal" "SN" "Nordsjµlland" "Hotspot" 686452.49 6212178.25 6.773 4.243 4.831 2.665 0.19708 "EarlyDryPoor" 0.006616752 -0.496125388708416 -0.220014371060097 -0.381609821285797 0.0192681266732555 -0.138748390441267 0.199799039069168 0.511112439310663 -0.205945993228719 -0.627143541454167 -0.59740911232984 0.794431381863592 -0.0832623639475705 -0.0997036103172268 -0.148458273745314 0.048295327844292 0.0892823728950928 0 0 0 0 0 0 0 0 1 0 0
"81" 81 "Stroedam" "Zeal" "SN" "Nordsjµlland" "LateDryPoor" 704258.1 6206120 3.784 5.351 6.001 5.39 0 "LateDryRich" 16.27556094 0.824638440213928 -0.216626258190462 0.177897340454592 -0.187832664751972 -0.38865314935755 -0.588916913718407 -0.102169134819863 -0.104908105630457 -0.66850412538416 -0.538490096844113 -0.468909581480051 0.15973526963018 -0.120226106684488 -0.143063405908757 -0.127172635974096 0.00435968422954985 1 1 0 0 1 0 0 0 0 0 0
"82" 82 "Birkemose" "Zeal" "SN" "Nordsjµlland" "LateMoistRich" 704170.2 6207380.8 5.305 6.768 6.247 5.783 0.0162 "LateWetRich" 12.61726313 0.530686889388412 0.249933364734119 0.412778111960465 -0.330202000016729 0.319522205244143 -0.32363589793751 -0.538430237351544 -0.0185386484051709 0.923475957142494 0.527845206836357 -0.793985220724663 0.418429442500412 0.0901395930079408 0.160028740898481 -0.0773386988985557 0.146481547348307 1 1 0 0 0 0 0 0 0 0 0
"83" 83 "Maglemose" "Zeal" "SN" "Nordsjµlland" "LateWetPoor" 706779.85 6211031.45 6.83 6.769 2.475 2.212 0 "LateWetPoor" 4.025779266 -0.0935390911010527 -0.788639687279607 0.0804196336912219 -0.306261468173892 -0.406497767819314 0.510629934746381 -0.426930052647533 0.540826095828753 0.884821238429032 0.492945825327851 -0.844682387113611 0.330254753695236 0.174032815103127 -0.194714953657728 0.014799311226687 0.250182839147255 0 1 0 0 0 0 1 0 0 0 0
"84" 84 "Toggerup_Toervemose" "Zeal" "SN" "Nordsjµlland" "MidWetPoor" 705403.38 6209260.54 7.49 7.348 2.858 2.245 0 "EarlyWetPoor" 0.054022542 -0.305570882775301 -0.710834990211355 0.263034306614704 -0.584470189083649 -0.472045137450107 0.666767909671567 -0.281474607811581 0.922930468249132 -1.53968596896061 1.46375180958182 0.197296803511603 -0.88837872106939 0.201018308422759 -0.121056094703031 0.129174488335434 0.264997254918206 0 0 0 0 0 0 0 0 1 0 0
"85" 85 "Ellemose" "Zeal" "SN" "Nordsjµlland" "MidWetRich" 693212.76 6212931.12 6.467 8.552 5.859 4.521 0.08497 "LateWetRich" 2.354189532 -0.146703462049781 -0.0145637313819863 0.824961796433935 0.106908876131599 0.491942847886176 0.144134647441019 -0.67293531781053 -0.172434483367961 0.885257150408594 0.922839564726018 -0.699894378542755 -0.302609362202772 0.245040638466352 0.185980749806275 0.0121449406123704 0.113874776484366 0 1 0 0 0 0 1 0 0 0 0
"86" 86 "Tisvilde_Hegn" "Zeal" "SN" "Nordsjµlland" "Plantation" 691428.45 6215259.4 5.452 5.552 3.564 3.473 0.06696 "LateDryPoor" 12.56437432 0.079905310468801 -0.71746484883074 -0.678278780129058 -0.00199265093547854 -0.765535492349031 -0.226318076603933 0.000347951746489147 0.105406087353937 -1.34027105515578 -0.491062473594145 -0.182803420422205 -0.08002584593506 -0.0385797529148917 -0.175527289278899 -0.104525619744186 0.0422234320394573 1 1 0 1 0 0 0 0 0 0 0
"87" 87 "Tibberup_Holme" "Zeal" "SN" "Nordsjµlland" "Plantation" 702774.4 6209432.3 4.414 5.825 5.21 4.743 0 "LateDryPoor" 8.668384353 0.46794853759789 -0.00151550874834536 7.09236723385374e-05 -0.19644520450922 -0.478657207531702 -0.470850981641402 0.0713519721168553 -0.26058598961026 -0.583840572273778 -0.522944024542398 -0.300172014241868 0.138561189804614 -0.0171957569189158 -0.0595273305184954 -0.170622388281544 -0.0354914527069813 0 1 0 0 0 1 0 0 0 0 0
"88" 88 "Diesbjerg" "Zeal" "SV" "Vestsjµlland" "EarlyDryRich" 652602.86 6189461.85 6.56 4.39 6.189 3.588 0.12995 "EarlyDryRich" 0.097649925 -0.399458740799234 0.321612999666581 -0.454464886601511 -0.399572928390704 0.407791149133236 -0.0514328293702281 0.568948911527806 -0.148418477500664 0.601899472006877 -0.595772249479317 0.73450797829575 0.261571453372141 -0.318701653334263 -0.0298468662785275 0.174906750358898 0.0595314095169476 0 0 0 0 0 0 0 0 0 0 0
"89" 89 "Eskebjerg_Vesterlyng" "Zeal" "SV" "Vestsjµlland" "EarlyMoistPoor" 643345.35 6179060.39 6.581 6.306 5.427 3.805 0.21565 "EarlyWetPoor" NA -0.319062673629785 0.0616996668209099 -0.0495204101712746 -0.0632363064911633 0.257368703881591 0.305934407008903 0.130164814309894 0.0540928377774286 0.940715470478579 0.236169180685552 0.126238550521357 0.210276553197781 -0.0301371888648837 0.199795769507002 0.0653414030472432 -0.0181096349333327 0 0 0 0 0 0 0 0 0 0 0
"90" 90 "Eskebjerg_Enghave" "Zeal" "SV" "Vestsjµlland" "EarlyWetPoor" 642880.93 6178095.34 5.822 7.178 3.48 2.175 0.07161 "EarlyWetPoor" 0.082196883 -0.36085784078527 -0.48675704988587 0.249648651090049 0.141415141004467 -0.364818270990105 0.668371276364811 0.102886317887347 -0.00893354280485129 -0.789146970029925 0.835093702486595 0.767268772791781 -0.188887867400392 0.1009307458011 -0.12253382972208 0.187620400690671 0.09686580921906 0 0 0 0 0 0 0 0 1 0 0
"91" 91 "Malles_Naes" "Zeal" "SV" "Vestsjµlland" "EarlyMoistRich" 638344.24 6175468.45 6.91 6.09 5.999 3.701 0.31503 "EarlyWetRich" 0.00194193 -0.286139841320288 0.247758876226352 -0.143215561170957 0.246105066589818 0.425330862410528 0.477167862542636 0.197875995126773 -0.238402721225479 0.90447110632378 0.439688397940008 0.577162499585635 0.0511248945810386 0.0048693459076401 0.0504186679412391 0.172659738495239 -0.0570450938473152 0 0 0 0 0 0 0 0 0 0 0
"92" 92 "Kaldred_Kaer" "Zeal" "SV" "Vestsjµlland" "EarlyWetRich" 640495.14 6175364.01 6.471 7.011 6.092 4.203 0.4875 "EarlyWetRich" 0.00135619 -0.41759313510511 0.0829946107407392 0.28165548414484 -0.0633977435903015 0.827369484525758 0.411310645000473 -0.189723315705719 0.201566016409496 1.31062964915803 0.561754432448709 0.286098554099577 -0.694866627564862 0.0954974163882543 0.255446829147794 0.0767893766460631 0.110726229043714 0 0 0 0 0 0 0 0 0 0 0
"93" 93 "Skamlebaek" "Zeal" "SV" "Vestsjµlland" "MidDryPoor" 651753.42 6190535.86 6.614 4.737 4.554 2.979 0.23304 "EarlyDryPoor" 0.045463176 -0.399491984065175 -0.267423991690568 -0.57304030981498 0.0288355171894306 -0.375228408086595 0.136237299667467 0.471658190484024 -0.125325258270886 -0.740755419578875 -0.474904057376659 0.374175118802963 0.212292331792485 -0.113495413082614 -0.0818343717512415 0.0469254283114619 -0.0473428951166208 0 0 0 0 0 0 0 1 1 0 0
"94" 94 "Roesnaes_Krat" "Zeal" "SV" "Vestsjµlland" "MidDryRich" 618893.55 6178182.04 5.778 4.693 6.794 4.927 0.18463 "EarlyDryRich" 1.094698484 -0.0484890159932864 0.433887649077626 -0.439626260493724 -0.46774572213978 0.659274400487377 -0.260210762345165 0.323924032013081 0.308986692735902 1.21450127972053 -1.09082510967195 0.195154241658848 -0.276139983112649 -0.449006752160723 0.0472838514934961 -0.085307304613548 -0.116797010916471 0 0 0 0 0 0 0 0 0 0 0
"95" 95 "Roesnaes" "Zeal" "SV" "Vestsjµlland" "Oldfield" 619111.64 6178860.67 6.363 4.902 6.209 5.054 0.24057 "Agricultural" 0.002348017 -0.226382480909797 0.658589603747927 -0.267702408000888 0.246883653000551 0.705961900614527 -0.0830925611757592 0.432022838030872 0.112392963628578 0.907101034813185 -0.9644223396936 0.633137899268332 -0.40884527310757 -0.242111110886116 0.156064371110792 0.173140011804368 0.107489176133928 0 0 1 0 0 0 0 0 0 0 0
"96" 96 "Allindelille_Fredskov" "Zeal" "SM" "Midtsjµlland" "Hotspot" 675263.8 6155726.35 4.233 5.408 6.367 5.658 0 "LateDryRich" 14.3779492 1.03853922604405 -0.330920655936861 0.0649426530347972 0.172154830245024 0.168363648418121 -0.791662041343208 -0.236317915193294 0.619491202552932 0.259021019371756 -1.3414955633698 -0.781780790880719 -0.975037897266136 -0.203120784094882 0.0417719566430712 -0.233319080260252 -0.0640601957766849 1 1 0 0 1 0 0 0 0 0 0
"97" 97 "Suserup_Skov" "Zeal" "SM" "Midtsjµlland" "LateDryRich" 661990.47 6140046.84 3.746 5.342 6.517 5.833 0 "LateDryRich" 12.35119251 0.955463025518563 0.0608450570268686 0.18981005884102 -0.39761657794061 -0.126805076543054 -0.668581129162138 0.00482448374386201 -0.127152715296084 -0.226445946921684 -0.418926042304269 -0.394825199255624 0.590598533121727 -0.127861211667557 -0.0845240952480567 -0.161968938657908 0.0709259599644277 1 1 0 0 1 0 0 0 0 0 0
"98" 98 "Broby_Vesterskov" "Zeal" "SM" "Midtsjµlland" "Plantation" 664333.86 6140552.9 4.158 5.564 6.015 5.566 0 "LateDryRich" 11.64132933 1.02237718305704 -0.144687874772725 -0.0236886820487753 0.177613021880265 -0.0472758219580486 -0.761426687541473 -0.0772615473515781 0.0834610416981338 0.264869545806163 -0.670079020975807 -0.621558573648527 0.248478504394302 -0.159710745561076 0.0369874797920424 -0.160627881338819 -0.00707190545671237 1 1 0 0 1 0 0 0 0 0 0
"99" 99 "Avnsoe" "Zeal" "SM" "Midtsjµlland" "LateMoistPoor" 681899.67 6161530.41 5.08 6.201 4.215 4.278 0 "LateWetPoor" 8.749462474 0.432551340690968 -0.467451862658103 -0.139213295135456 0.016164106707904 -0.689699578493173 -0.370098070816978 -0.478025416952992 0.13348722914979 -0.851056657153523 0.012698558358007 -0.405843971100399 0.0593041236337978 0.0430913725274331 -0.137251807297942 -0.140784996210557 0.111450045546306 0 1 0 0 0 0 0 0 0 0 0
"100" 100 "Smuldmosen" "Zeal" "SM" "Midtsjµlland" "MidMoistPoor" 681901.6 6160066.75 5.408 6.912 5.332 4.769 0.00735 "LateWetPoor" 3.972180108 -0.0575818370363249 -0.156980987961851 0.499521280944152 -0.116156242953671 -0.125361544308533 -0.126358894463118 -0.535096507704212 -0.202434890537809 -0.114365832486009 0.640967709301228 -0.717652037914145 0.378495609722025 0.165532324748986 0.0258941530433231 -0.191687918528243 -0.00663941543311789 0 1 0 0 0 0 1 0 0 0 0
"101" 101 "Frederikskilde_Skov" "Zeal" "SM" "Midtsjµlland" "LateWetRich" 661357.55 6139741.49 5 6.509 6.26 5.818 0.04977 "LateWetRich" 8.823253115 0.56722336490797 0.177098607437354 0.450506322396789 -0.585162680816832 0.478364486332555 -0.383820759877281 -0.522440572981912 0.427516916360408 1.37515826438702 0.0056699003441866 -0.976549216565957 -0.297792450834964 0.065003252007046 0.261556916049249 -0.243578666442852 -0.0427433944747609 0 1 0 0 0 0 0 0 0 0 0
"102" 102 "Kongskilde_Friluftsgaard" "Zeal" "SM" "Midtsjµlland" "Ley" 660681.65 6140028 6.661 5.11 6.547 5.815 0.30866 "Agricultural" -0.003834773 -0.222416535055119 0.856009677754074 -0.178990017613063 0.0548523670699916 0.817410175741162 -0.132660702754453 0.458387524701207 0.300724203177603 1.09099554350539 -1.06722131169216 0.225416030521491 -0.0933649166008434 -0.344057591433306 0.204794872100808 0.118898308857588 0.1094116187862 0 0 1 0 0 0 0 0 0 0 0
"103" 103 "Fuglebjerg" "Zeal" "SM" "Midtsjµlland" "Field" 660836.74 6132877.63 7.018 4.781 6.515 6.422 0.03623 "Agricultural" 0.002953879 0.0740954267727282 1.32174362124156 0.0296907863312704 -0.181367421834906 0.835447318365596 -0.113155643310416 0.479237192381966 0.313045303621682 1.25933592486479 -0.782218250598778 0.140916938645204 -0.00821629114858666 -0.309670328453044 0.334501058780988 0.123546991406998 0.0928689759911121 0 0 1 0 0 0 0 0 0 0 0
"104" 104 "Bimosen" "Zeal" "SM" "Midtsjµlland" "MidMoistRich" 664168.2 6142265.6 6.259 7.522 5.863 4.583 0.14233 "EarlyWetRich" 0.075109281 -0.0889767820397847 0.190539955968784 0.463259416348985 0.0794496606056194 0.953496477427522 0.337934604200763 -0.179225460884481 0.298414527387243 1.55440563442172 0.650258827950041 0.322834793390876 -0.254258235552494 0.0153922306589957 0.234928592436007 -0.0886553386824672 0.250458677642071 0 0 0 0 0 0 0 0 0 0 0
"105" 105 "Svanninge_Bakker" "FLM" "FF" "Fyn" "LateDryPoor" 579564.46 6109181.42 4.389 5.374 5.834 5.661 0.02778 "LateDryRich" 4.859655908 0.446496034491102 -0.0585580458990978 0.235572436562644 -0.670113062098461 -0.247752380220157 -0.528392329693084 0.115678730053947 -0.263381463982987 -0.46539789021523 -0.489162995938083 -0.283098374556034 0.490272951051989 -0.0959919415528475 -0.0986282556926816 -0.128476414893462 -0.0363850670011503 0 1 0 0 0 1 0 0 0 0 0
"106" 106 "Hestebakke" "FLM" "FF" "Fyn" "EarlyDryRich" 579488.7 6109957.7 6.494 4.457 5.869 3.812 0.10919 "EarlyDryRich" 0.367503543 -0.379233706990599 0.349938312171075 -0.46822179947023 -0.245807998769605 0.277982014428635 -0.0283991694364158 0.597191055974008 -0.399571459898827 0.292673173088587 -0.614126680042681 0.681862277722462 0.613659507679279 -0.246567022532607 -0.0290655918486284 0.148548011456118 0.0294936332640661 0 0 0 0 0 0 0 0 0 0 0
"107" 107 "Dalkildegaard" "FLM" "FF" "Fyn" "Plantation" 579910.1 6110351.9 4.608 5.648 6.179 6.029 0.09286 "LateDryRich" 5.283416067 0.270114048246639 0.200639902222617 0.1757557362224 -0.550462610589922 0.142649828038425 -0.552169305897931 -0.019760954093865 -0.248235429089897 -0.0200770063290124 -0.75403635966465 -0.333125964815987 -0.065235548810817 -0.173256236941944 0.0285906779016479 -0.113615144212416 0.102478282570894 0 1 0 0 0 1 0 0 0 0 0
